TRANSACTIONTYPE;"NUM POLICE

4036";CODE GARANTIE;TYPE GARANTIE
G;000000000768109;INC;INCENDIE
G;000000000768109;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768109;RC;RESPONSABILITE CIVILE
G;000000000768109;RTI;RECOURS TIERS INCENDIE
G;000000000768109;VOL;VOL
G;000000000768120;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000768120;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768120;CP;COUT DE POLICE
G;000000000768120;INC;INCENDIE
G;000000000768120;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768120;RC;RESPONSABILITE CIVILE
G;000000000768120;RTI;RECOURS TIERS INCENDIE
G;000000000768120;TR;GARANTIE TIERCE
G;000000000768120;VOL;VOL
G;000000000768175;AAA;PRISE EN CHARGE
G;000000000768175;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000768175;BG;BRIS DE GLACE
G;000000000768175;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768175;CP;COUT DE POLICE
G;000000000768175;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000768175;EXI;EXTENSION INCENDIE
G;000000000768175;INC;INCENDIE
G;000000000768175;PIPT;PACKAGE IPT
G;000000000768175;RC;RESPONSABILITE CIVILE
G;000000000768175;RTI;RECOURS TIERS INCENDIE
G;000000000768175;TR;GARANTIE TIERCE
G;000000000768175;VOL;VOL
G;000000000768332;AAA;PRISE EN CHARGE
G;000000000768332;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000768332;BG;BRIS DE GLACE
G;000000000768332;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768332;CP;COUT DE POLICE
G;000000000768332;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000768332;EXI;EXTENSION INCENDIE
G;000000000768332;INC;INCENDIE
G;000000000768332;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768332;RC;RESPONSABILITE CIVILE
G;000000000768332;RTI;RECOURS TIERS INCENDIE
G;000000000768332;VOL;VOL
G;000000000768554;BG;BRIS DE GLACE
G;000000000768554;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768554;CP;COUT DE POLICE
G;000000000768554;INC;INCENDIE
G;000000000768554;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768554;RC;RESPONSABILITE CIVILE
G;000000000768554;RTI;RECOURS TIERS INCENDIE
G;000000000768554;VOL;VOL
G;000000000768818;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000768818;BG;BRIS DE GLACE
G;000000000768818;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768818;CP;COUT DE POLICE
G;000000000768818;EXI;EXTENSION INCENDIE
G;000000000768818;INC;INCENDIE
G;000000000768818;RC;RESPONSABILITE CIVILE
G;000000000768818;RTI;RECOURS TIERS INCENDIE
G;000000000768818;VOL;VOL
G;000000000768935;AAA;PRISE EN CHARGE
G;000000000768935;ASS;ASS GOLD ET CARGLASS 60
G;000000000768935;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768935;CP;COUT DE POLICE
G;000000000768935;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000768935;EXI;EXTENSION INCENDIE
G;000000000768935;INC;INCENDIE
G;000000000768935;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768935;RC;RESPONSABILITE CIVILE
G;000000000768935;RTI;RECOURS TIERS INCENDIE
G;000000000768935;VOL;VOL
G;000000000768935;AAA;PRISE EN CHARGE
G;000000000768935;ASS;ASS GOLD ET CARGLASS 60
G;000000000768935;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768935;CP;COUT DE POLICE
G;000000000768935;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000768935;EXI;EXTENSION INCENDIE
G;000000000768935;INC;INCENDIE
G;000000000768935;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768935;RC;RESPONSABILITE CIVILE
G;000000000768935;RTI;RECOURS TIERS INCENDIE
G;000000000768935;VOL;VOL
G;000000000768988;AAA;PRISE EN CHARGE
G;000000000768988;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000768988;BG;BRIS DE GLACE
G;000000000768988;CAS;CONTRE ASSURANCE SPECIALE
G;000000000768988;CP;COUT DE POLICE
G;000000000768988;INC;INCENDIE
G;000000000768988;PIDC;PACKAGE IND CONDUCTEUR
G;000000000768988;RC;RESPONSABILITE CIVILE
G;000000000768988;RTI;RECOURS TIERS INCENDIE
G;000000000768988;VOL;VOL
G;000000000769022;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769022;BG;BRIS DE GLACE
G;000000000769022;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769022;CP;COUT DE POLICE
G;000000000769022;EXI;EXTENSION INCENDIE
G;000000000769022;INC;INCENDIE
G;000000000769022;RC;RESPONSABILITE CIVILE
G;000000000769022;RTI;RECOURS TIERS INCENDIE
G;000000000769022;VOL;VOL
G;000000000769022;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769022;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769022;CP;COUT DE POLICE
G;000000000769022;EXE;EXTENSION DE TIERCE EMEUTES
G;000000000769022;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000769022;EXI;EXTENSION INCENDIE
G;000000000769022;INC;INCENDIE
G;000000000769022;RC;RESPONSABILITE CIVILE
G;000000000769022;RTI;RECOURS TIERS INCENDIE
G;000000000769022;TR;GARANTIE TIERCE
G;000000000769022;VOL;VOL
G;000000000769022;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769022;BG;BRIS DE GLACE
G;000000000769022;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769022;CP;COUT DE POLICE
G;000000000769022;EXI;EXTENSION INCENDIE
G;000000000769022;INC;INCENDIE
G;000000000769022;RC;RESPONSABILITE CIVILE
G;000000000769022;RTI;RECOURS TIERS INCENDIE
G;000000000769022;VOL;VOL
G;000000000769025;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000769025;BG;BRIS DE GLACE
G;000000000769025;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769025;CP;COUT DE POLICE
G;000000000769025;INC;INCENDIE
G;000000000769025;PIPT;PACKAGE IPT
G;000000000769025;RC;RESPONSABILITE CIVILE
G;000000000769025;RTI;RECOURS TIERS INCENDIE
G;000000000769025;VOL;VOL
G;000000000769130;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769130;CP;COUT DE POLICE
G;000000000769130;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000769130;EXI;EXTENSION INCENDIE
G;000000000769130;INC;INCENDIE
G;000000000769130;RC;RESPONSABILITE CIVILE
G;000000000769130;RTI;RECOURS TIERS INCENDIE
G;000000000769130;TR;GARANTIE TIERCE
G;000000000769130;VOL;VOL
G;000000000769130;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769130;CP;COUT DE POLICE
G;000000000769130;INC;INCENDIE
G;000000000769130;RC;RESPONSABILITE CIVILE
G;000000000769130;RTI;RECOURS TIERS INCENDIE
G;000000000769130;TR;GARANTIE TIERCE
G;000000000769130;VOL;VOL
G;000000000769130;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769130;CP;COUT DE POLICE
G;000000000769130;INC;INCENDIE
G;000000000769130;RC;RESPONSABILITE CIVILE
G;000000000769130;RTI;RECOURS TIERS INCENDIE
G;000000000769130;TR;GARANTIE TIERCE
G;000000000769130;VOL;VOL
G;000000000769130;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769130;CP;COUT DE POLICE
G;000000000769130;INC;INCENDIE
G;000000000769130;RC;RESPONSABILITE CIVILE
G;000000000769130;RTI;RECOURS TIERS INCENDIE
G;000000000769130;TR;GARANTIE TIERCE
G;000000000769130;VOL;VOL
G;000000000769130;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769130;CP;COUT DE POLICE
G;000000000769130;INC;INCENDIE
G;000000000769130;RC;RESPONSABILITE CIVILE
G;000000000769130;RTI;RECOURS TIERS INCENDIE
G;000000000769130;TR;GARANTIE TIERCE
G;000000000769130;VOL;VOL
G;000000000769130;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000769130;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769130;CP;COUT DE POLICE
G;000000000769130;INC;INCENDIE
G;000000000769130;RC;RESPONSABILITE CIVILE
G;000000000769130;RTI;RECOURS TIERS INCENDIE
G;000000000769130;TR;GARANTIE TIERCE
G;000000000769130;VOL;VOL
G;000000000769202;AAA;PRISE EN CHARGE
G;000000000769202;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769202;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769202;CP;COUT DE POLICE
G;000000000769202;INC;INCENDIE
G;000000000769202;PIPT;PACKAGE IPT
G;000000000769202;RC;RESPONSABILITE CIVILE
G;000000000769202;RTI;RECOURS TIERS INCENDIE
G;000000000769202;VOL;VOL
G;000000000769219;AAA;PRISE EN CHARGE
G;000000000769219;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769219;BG;BRIS DE GLACE
G;000000000769219;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769219;CP;COUT DE POLICE
G;000000000769219;DOC;DOMMAGES AVEC COLLISION
G;000000000769219;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000769219;EXI;EXTENSION INCENDIE
G;000000000769219;INC;INCENDIE
G;000000000769219;PIPT;PACKAGE IPT
G;000000000769219;RC;RESPONSABILITE CIVILE
G;000000000769219;RTI;RECOURS TIERS INCENDIE
G;000000000769219;VOL;VOL
G;000000000769361;AAA;PRISE EN CHARGE
G;000000000769361;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769361;BG;BRIS DE GLACE
G;000000000769361;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769361;CP;COUT DE POLICE
G;000000000769361;DOC;DOMMAGES AVEC COLLISION
G;000000000769361;INC;INCENDIE
G;000000000769361;PIDC;PACKAGE IND CONDUCTEUR
G;000000000769361;RC;RESPONSABILITE CIVILE
G;000000000769361;RTI;RECOURS TIERS INCENDIE
G;000000000769361;VOL;VOL
G;000000000769361;AAA;PRISE EN CHARGE
G;000000000769361;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769361;BG;BRIS DE GLACE
G;000000000769361;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769361;CP;COUT DE POLICE
G;000000000769361;DOC;DOMMAGES AVEC COLLISION
G;000000000769361;INC;INCENDIE
G;000000000769361;PIDC;PACKAGE IND CONDUCTEUR
G;000000000769361;RC;RESPONSABILITE CIVILE
G;000000000769361;RTI;RECOURS TIERS INCENDIE
G;000000000769361;VOL;VOL
G;000000000769530;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769530;BG;BRIS DE GLACE
G;000000000769530;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769530;CP;COUT DE POLICE
G;000000000769530;INC;INCENDIE
G;000000000769530;PIDC;PACKAGE IND CONDUCTEUR
G;000000000769530;RC;RESPONSABILITE CIVILE
G;000000000769530;RTI;RECOURS TIERS INCENDIE
G;000000000769530;VOL;VOL
G;000000000769629;AAA;PRISE EN CHARGE
G;000000000769629;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000769629;BG;BRIS DE GLACE
G;000000000769629;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769629;CP;COUT DE POLICE
G;000000000769629;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000769629;EXI;EXTENSION INCENDIE
G;000000000769629;INC;INCENDIE
G;000000000769629;PIPT;PACKAGE IPT
G;000000000769629;RC;RESPONSABILITE CIVILE
G;000000000769629;RTI;RECOURS TIERS INCENDIE
G;000000000769629;TR;GARANTIE TIERCE
G;000000000769629;VOL;VOL
G;000000000769780;AAA;PRISE EN CHARGE
G;000000000769780;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769780;BG;BRIS DE GLACE
G;000000000769780;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769780;CP;COUT DE POLICE
G;000000000769780;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000769780;EXI;EXTENSION INCENDIE
G;000000000769780;INC;INCENDIE
G;000000000769780;PIPT;PACKAGE IPT
G;000000000769780;RC;RESPONSABILITE CIVILE
G;000000000769780;RTI;RECOURS TIERS INCENDIE
G;000000000769780;VOL;VOL
G;000000000769816;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000769816;CAS;CONTRE ASSURANCE SPECIALE
G;000000000769816;CP;COUT DE POLICE
G;000000000769816;INC;INCENDIE
G;000000000769816;RC;RESPONSABILITE CIVILE
G;000000000769816;RTI;RECOURS TIERS INCENDIE
G;000000000769816;VOL;VOL
G;000000000770011;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000770011;BG;BRIS DE GLACE
G;000000000770011;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770011;CP;COUT DE POLICE
G;000000000770011;EXI;EXTENSION INCENDIE
G;000000000770011;INC;INCENDIE
G;000000000770011;RC;RESPONSABILITE CIVILE
G;000000000770011;RTI;RECOURS TIERS INCENDIE
G;000000000770011;VOL;VOL
G;000000000770011;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000770011;BG;BRIS DE GLACE
G;000000000770011;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770011;CP;COUT DE POLICE
G;000000000770011;EXI;EXTENSION INCENDIE
G;000000000770011;INC;INCENDIE
G;000000000770011;RC;RESPONSABILITE CIVILE
G;000000000770011;RTI;RECOURS TIERS INCENDIE
G;000000000770011;VOL;VOL
G;000000000770022;AAA;PRISE EN CHARGE
G;000000000770022;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770022;BG;BRIS DE GLACE
G;000000000770022;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770022;CP;COUT DE POLICE
G;000000000770022;DOC;DOMMAGES AVEC COLLISION
G;000000000770022;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000770022;EXI;EXTENSION INCENDIE
G;000000000770022;INC;INCENDIE
G;000000000770022;PIDC;PACKAGE IND CONDUCTEUR
G;000000000770022;RC;RESPONSABILITE CIVILE
G;000000000770022;RTI;RECOURS TIERS INCENDIE
G;000000000770022;VOL;VOL
G;000000000770060;AAA;PRISE EN CHARGE
G;000000000770060;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770060;BG;BRIS DE GLACE
G;000000000770060;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770060;CP;COUT DE POLICE
G;000000000770060;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000770060;EXI;EXTENSION INCENDIE
G;000000000770060;INC;INCENDIE
G;000000000770060;PIDC;PACKAGE IND CONDUCTEUR
G;000000000770060;RC;RESPONSABILITE CIVILE
G;000000000770060;RTI;RECOURS TIERS INCENDIE
G;000000000770060;VOL;VOL
G;000000000770110;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770110;BG;BRIS DE GLACE
G;000000000770110;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770110;CP;COUT DE POLICE
G;000000000770110;INC;INCENDIE
G;000000000770110;RC;RESPONSABILITE CIVILE
G;000000000770110;RTI;RECOURS TIERS INCENDIE
G;000000000770110;VOL;VOL
G;000000000770135;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770135;BG;BRIS DE GLACE
G;000000000770135;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770135;CP;COUT DE POLICE
G;000000000770135;INC;INCENDIE
G;000000000770135;RC;RESPONSABILITE CIVILE
G;000000000770135;RTI;RECOURS TIERS INCENDIE
G;000000000770135;VOL;VOL
G;000000000770200;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770200;BG;BRIS DE GLACE
G;000000000770200;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770200;CP;COUT DE POLICE
G;000000000770200;DOC;DOMMAGES AVEC COLLISION
G;000000000770200;INC;INCENDIE
G;000000000770200;PIPT;PACKAGE IPT
G;000000000770200;RC;RESPONSABILITE CIVILE
G;000000000770200;RTI;RECOURS TIERS INCENDIE
G;000000000770200;VOL;VOL
G;000000000770200;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770200;BG;BRIS DE GLACE
G;000000000770200;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770200;CP;COUT DE POLICE
G;000000000770200;DOC;DOMMAGES AVEC COLLISION
G;000000000770200;INC;INCENDIE
G;000000000770200;PIPT;PACKAGE IPT
G;000000000770200;RC;RESPONSABILITE CIVILE
G;000000000770200;RTI;RECOURS TIERS INCENDIE
G;000000000770200;VOL;VOL
G;000000000770213;AAA;PRISE EN CHARGE
G;000000000770213;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770213;BG;BRIS DE GLACE
G;000000000770213;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770213;CP;COUT DE POLICE
G;000000000770213;INC;INCENDIE
G;000000000770213;PIPT;PACKAGE IPT
G;000000000770213;RC;RESPONSABILITE CIVILE
G;000000000770213;RTI;RECOURS TIERS INCENDIE
G;000000000770213;VOL;VOL
G;000000000770253;AAA;PRISE EN CHARGE
G;000000000770253;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000000770253;BG;BRIS DE GLACE
G;000000000770253;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770253;CP;COUT DE POLICE
G;000000000770253;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000770253;EXI;EXTENSION INCENDIE
G;000000000770253;INC;INCENDIE
G;000000000770253;PIDC;PACKAGE IND CONDUCTEUR
G;000000000770253;RC;RESPONSABILITE CIVILE
G;000000000770253;RTI;RECOURS TIERS INCENDIE
G;000000000770253;VOL;VOL
G;000000000770692;AAA;PRISE EN CHARGE
G;000000000770692;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000770692;BG;BRIS DE GLACE
G;000000000770692;CAS;CONTRE ASSURANCE SPECIALE
G;000000000770692;CP;COUT DE POLICE
G;000000000770692;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000770692;EXI;EXTENSION INCENDIE
G;000000000770692;INC;INCENDIE
G;000000000770692;PIDC;PACKAGE IND CONDUCTEUR
G;000000000770692;RC;RESPONSABILITE CIVILE
G;000000000770692;RTI;RECOURS TIERS INCENDIE
G;000000000770692;VOL;VOL
G;000000000771218;AAA;PRISE EN CHARGE
G;000000000771218;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771218;BG;BRIS DE GLACE
G;000000000771218;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771218;CG;?????
G;000000000771218;CP;COUT DE POLICE
G;000000000771218;INC;INCENDIE
G;000000000771218;PIDC;PACKAGE IND CONDUCTEUR
G;000000000771218;RC;RESPONSABILITE CIVILE
G;000000000771218;RTI;RECOURS TIERS INCENDIE
G;000000000771218;VOL;VOL
G;000000000771257;AAA;PRISE EN CHARGE
G;000000000771257;BG;BRIS DE GLACE
G;000000000771257;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771257;CP;COUT DE POLICE
G;000000000771257;INC;INCENDIE
G;000000000771257;PIDC;PACKAGE IND CONDUCTEUR
G;000000000771257;PIPT;PACKAGE IPT
G;000000000771257;RC;RESPONSABILITE CIVILE
G;000000000771257;RTI;RECOURS TIERS INCENDIE
G;000000000771257;TR;GARANTIE TIERCE
G;000000000771257;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771278;EXI;EXTENSION INCENDIE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771278;EXI;EXTENSION INCENDIE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771278;EXI;EXTENSION INCENDIE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771278;AAA;PRISE EN CHARGE
G;000000000771278;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771278;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771278;CP;COUT DE POLICE
G;000000000771278;INC;INCENDIE
G;000000000771278;RC;RESPONSABILITE CIVILE
G;000000000771278;RTI;RECOURS TIERS INCENDIE
G;000000000771278;TR;GARANTIE TIERCE
G;000000000771278;VOL;VOL
G;000000000771312;AAA;PRISE EN CHARGE
G;000000000771312;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771312;BG;BRIS DE GLACE
G;000000000771312;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771312;CP;COUT DE POLICE
G;000000000771312;INC;INCENDIE
G;000000000771312;PIDC;PACKAGE IND CONDUCTEUR
G;000000000771312;RC;RESPONSABILITE CIVILE
G;000000000771312;RTI;RECOURS TIERS INCENDIE
G;000000000771312;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771347;EXI;EXTENSION INCENDIE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771347;EXI;EXTENSION INCENDIE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771347;EXI;EXTENSION INCENDIE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000000771347;EXI;EXTENSION INCENDIE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
G;000000000771347;AAA;PRISE EN CHARGE
G;000000000771347;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000000771347;CAS;CONTRE ASSURANCE SPECIALE
G;000000000771347;CP;COUT DE POLICE
G;000000000771347;INC;INCENDIE
G;000000000771347;RC;RESPONSABILITE CIVILE
G;000000000771347;RTI;RECOURS TIERS INCENDIE
G;000000000771347;TR;GARANTIE TIERCE
G;000000000771347;VOL;VOL
